"ModelType","Name","Type","Body","Head","Hands","Legs","Feet"
"1778","Zenos Yae Galvus (No Helm)","Unknown","","","","",""
"1779","Captain Madison (Satasha HM 1st Boss)","Unknown","","","","",""
"1780","Atomos (Yellow/Black)","Unknown","","","","",""
"1781","Diabolos (Injured)","Unknown","","","","",""
"1782","Scathach","Minion","","","","",""
"1783","Nidhogg","Minion","","","","",""
"1784","Fox","Minion","","","","",""
"1785","Kitten Thing","Minion","","","","",""
"1786","Odder Otter","Minion","","","","",""
"1787","Tiny Tatsunoko","Minion","","","","",""
"1788","Bom Boko","Minion","","","","",""
"1789","Sparrow","Minion","","","","",""
"1790","Bombfish","Minion","","","","",""
"1791","Faehound S (Red/Black)","Unknown","","","","",""
"1792","Karakuri Shinobi (Boss)","Unknown","","","","",""
"1793","Namazu (Big)","Unknown","","","","",""
"1794","Number XXIV (Castrum Abania 2nd Boss)","Unknown","","","","",""
"1795","Imp Jester","Unknown","","","","",""
"1796","Connla (Scathach Add)","Unknown","","","","",""
"1797","Karakuri Mask?","Unknown","","","","",""
"1798","Shisui Yohi (Shisui Final Boss)","Unknown","","","","",""
"1799","Halicarnassus (Omega 3)","Unknown","","","","",""
"1800","Hecatoncheir (Green)","Unknown","","","","",""
"1801","Zurvan","Unknown","","","","",""
"1802","Player (T)","Unknown","","","","",""
"1803","Scathach (Dead)","Unknown","","","","",""
"1804","Player (T)","Unknown","","","","",""
"1805","Ixion","Unknown","","","","",""
"1806","Khun Shavar (Staff Training Dummy)","Unknown","","","","",""
"1807","Grasshopper","Unknown","","","","",""
"1808","Armored Weapon (Magitek Laser Spider)","Unknown","","","","",""
"1811","Zurvan (Fettered)","Unknown","","","","",""
"1812","Wolf Dude (Headless?)","Unknown","","","","",""
"1813","Doman Armor Golem? (Steel)","Unknown","","","","",""
"1814","Coralshell","Unknown","","","","",""
"1815","Coeurl (Grey/Green)","Unknown","","","","",""
"1816","Coeurl (Red/Orange)","Unknown","","","","",""
"1817","Bardam's Hammer Golem","Unknown","","","","",""
"1818","Magitek Avenger","Unknown","","","","",""
"1819","Dhara? (Yellow/Brown)","Unknown","","","","",""
"1820","Scathach Tendril Hand","Unknown","","","","",""
"1821","Fat Demon Spikey Mouth Head?","Unknown","","","","",""
"1822","Diabolos","Unknown","","","","",""
"1823","Player (T)","Unknown","","","","",""
"1824","Worst Girl","Minion","","","","",""
"1825","Yugiri","Minion","","","","",""
"1826","Gosetsu","Minion","","","","",""
"1827","Yotsuyu","Minion","","","","",""
"1828","Grynethwaht","Minion","","","","",""
"1829","Angel bell","Minion","","","","",""
"1830","Namazu","Minion","","","","",""
"1831","Ivon Coeurlfist","Minion","","","","",""
"1832","Demon Doll?","Minion","","","","",""
"1833","Rat Thing?","Minion","","","","",""
"1834","Magitek Avenger","Minion","","","","",""
"1835","Wolf (White/Light Red)","Unknown","","","","",""
"1836","Wolf (Blue/Red)","Unknown","","","","",""
"1837","Faehound L (Blue/Black)","Unknown","","","","",""
"1838","The Griffin's Blade","Unknown","","","","",""
"1839","Scathach","Unknown","","","","",""
"1841","Blue Orb (Big)","Unknown","","","","",""
"1842","Orange Rotating Rings","Unknown","","","","",""
"1843","Bulbasaur? (Skalla Boss)","Unknown","","","","",""
"1844","Lion (White)","Unknown","","","","",""
"1845","Lion","Unknown","","","","",""
"1846","Lion (Magma)","Unknown","","","","",""
"1847","Fist Temple Golem?","Unknown","","","","",""
"1848","Dhruva? (Ice)","Unknown","","","","",""
"1849","Dhara? (Blue/Black) / Gnome","Unknown","","","","",""
"1850","Bear (Black)","Unknown","","","","",""
"1851","Dragonfly (Green/Yellow)","Unknown","","","","",""
"1852","Griffin (True)","Unknown","","","","",""
"1853","Treant?","Unknown","","","","",""
"1854","Electral Orb","Unknown","","","","",""
"1855","Wind-Up Moon","Minion","","","","",""
"1856","Dragonet ( Blue)","Unknown","","","","",""
"1857","Lanner (Zurvan)","Unknown","","","","",""
"1858","Faehound L (Purple/Black)","Unknown","","","","",""
"1859","Faehound S (Blue/Black)","Unknown","","","","",""
"1860","T-Pose","Unknown","","","","",""
"1861","Atomos (Chrome Blue)","Unknown","","","","",""
"1862","Hex Shield Thing","Unknown","","","","",""
"1863","Neo Exdeath","Unknown","","","","",""
"1864","Garlean Scientist Asshole","Unknown","","","","",""
"1865","Cait Sith","Unknown","","","","",""
"1866","Diabolos Prime","Unknown","","","","",""
"1867","Apa/Undine","Unknown","","","","",""
"1868","Tengu","Unknown","","","","",""
"1869","Elephant (Grey/Blankets)","Unknown","","","","",""
"1870","Manta (No Saddle)","Unknown","","","","",""
"1871","Gobroller Mk. VII (Alex 10)","Unknown","","","","",""
"1872","Rock Beast (Purple Crystals)","Unknown","","","","",""
"1873","Zenos (Wind Katana)","Unknown","","","","",""
"1875","Alte Roite (Omega 1)","Unknown","","","","",""
"1876","Hellhound (Steel Grey)","Unknown","","","","",""
"1877","Nine-Tails (FATE Boss)","Unknown","","","","",""
"1878","Echidna (EQ)","Unknown","","","","",""
"1885","Zenos Yae Galvus (Helmet)","Unknown","","","","",""
"1886","Player (?)","Unknown","","","","",""
"1887","Player (?)","Unknown","","","","",""
"1888","Demon Face Totem (Omega 4)","Unknown","","","","",""
"1889","Ruby Tide Princess","Unknown","","","","",""
"1890","Magna Roader (Red)","Unknown","","","","",""
"1891","Maned Dragon?","Unknown","","","","",""
"1892","Level Checker","Unknown","","","","",""
"1893","Shinryu (Huge)","Unknown","","","","",""
"1894","Yol","Unknown","","","","",""
"1895","Genbu","Minion","","","","",""
"1896","Exdeath","Minion","","","","",""
"1897","Khloe","Minion","","","","",""
"1898","Susanoo","Minion","","","","",""
"1899","Lakshmi","Minion","","","","",""
"1900","Temple of the Fist Ghost","Unknown","","","","",""
"1901","Mossling","Unknown","","","","",""
"1902","Pig","Minion","","","","",""
"1903","Magitek Colossus (Cobalt)","Unknown","","","","",""
"1904","Manzasiri","Unknown","","","","",""
"1905","Cobra (Blue)","Unknown","","","","",""
"1906","Shalloweye","Unknown","","","","",""
"1907","Archamoth","Unknown","","","","",""
"1908","Mossy Stone Block Demon","Unknown","","","","",""
"1909","Razor Disc (Doma Boss Add)","Unknown","","","","",""
"1910","Karakuri Shinobi","Unknown","","","","",""
"1911","Susanoo","Unknown","","","","",""
"1913","Zenos Sword (Wind)","Unknown","","","","",""
"1914","Zenos Sword (Lightning)","Unknown","","","","",""
"1915","Zenos Sword (Force?)","Unknown","","","","",""
"1917","Hypertuned Grynewaht","Character","","","","",""
"1918","Tomegi","Character","","","","",""
"1919","Ushitora","Character","","","","",""
"1920","Player (T)","Unknown","","","","",""
"1923","Wind Blob?","Unknown","","","","",""
"1924","Alpha (Omega)","Unknown","","","","",""
"1925","Catastrophe Tentacle","Unknown","","","","",""
"1926","Shinryu Tail","Unknown","","","","",""
"1927","Hrodric Poisontongue","Unknown","","","","",""
"1928","Dragon (Yellow)","Unknown","","","","",""
"1929","Coblyn (Pink)","Unknown","","","","",""
"1930","Bahamut (Large-Blue)","Unknown","","","","",""
"1931","Wolf (Red/Grey)","Unknown","","","","",""
"1932","Stone Gaol (Susanoo)","Unknown","","","","",""
"1933","Namazu (Blank Eyes)","Unknown","","","","",""
"1934","Glowing Dragon Skull (Yojimbo Add)","Unknown","","","","",""
"1935","Steppe Stone Block?","Unknown","","","","",""
"1936","Void Ark Plant Beast?","Unknown","","","","",""
"1937","Living Liquid (Alex)","Unknown","","","","",""
"1938","Gowrow (Sohl Al HM)","Unknown","","","","",""
"1939","Manta (Trippy)","Unknown","","","","",""
"1940","Magitek... Crawley Thing (Red/Black)","Unknown","","","","",""
"1941","Yumemi (Non-Naked)","Unknown","","","","",""
"1942","Doman Armor Golem? (Red)","Unknown","","","","",""
"1943","Dhammel","Unknown","","","","",""
"1944","Lammergeyer? (Red)","Unknown","","","","",""
"1945","Scarab (Tan)","Unknown","","","","",""
"1947","Crab Scorpion (Grey)","Unknown","","","","",""
"1948","Doman Bear? (Orange) Wolverene","Unknown","","","","",""
"1949","Doman Treant?","Unknown","","","","",""
"1950","Phurble (Green)","Unknown","","","","",""
"1951","Angler Fish (Brown/Orange)","Unknown","","","","",""
"1952","Horse (Brown)","Unknown","","","","",""
"1953","Lanner (Brown)","Unknown","","","","",""
"1954","Zenos Yae Galvus (Again)","Unknown","","","","",""
"1955","Zenos Yae Galvus (Again)","Unknown","","","","",""
"1956","Zenos Yae Galvus (Helmet)","Unknown","","","","",""
"1957","Feather Orb","Unknown","","","","",""
"1958","Water Orb","Unknown","","","","",""
"1959","Water Globe (Purple)","Unknown","","","","",""
"1960","Shining Orb","Unknown","","","","",""
"1961","Fire Orb","Unknown","","","","",""
"1962","Sun Orb","Unknown","","","","",""
"1963","Electric Orb","Unknown","","","","",""
"1964","Targeting mark on ground","Unknown","","","","",""
"1965","Susanoo Blocking Shield Effect","Unknown","","","","",""
"1966","Black Hole","Unknown","","","","",""
"1967","Black Hole [Effect]","Unknown","","","","",""
"1968","Wind-Up Bismark","Minion","","","","",""
"1969","Zenos in black armor with no helmet","Unknown","","","","",""
"1970","Red Armor Zenos without helmet and with Wind Katana","Unknown","","","","",""
"1971","Zenos in black armor","Unknown","","","","",""
"1972","Red Armor Zenos with Wind Katana","Unknown","","","","",""
"1973","Lammergeyer? (Green)","Unknown","","","","",""
"1974","Magitek Bit","Unknown","","","","",""
"1975","Lakshmi","Unknown","","","","",""
"1978","Wind-Up Hien","Minion","","","","",""
"1979","Wind-Up Ravana","Minion","","","","",""
"1980","Wind-Up Kojin","Minion","","","","",""
"1981","Mameshiba","Minion","","","","",""
"1982","Tengu","Minion","","","","",""
"1983","Matanga","Minion","","","","",""
"1984","Garlean Gatling Gun","Unknown","","","","",""
"1985","Ancient Wyvern (Spined - Black/Purple)","Unknown","","","","",""
"1986","Doom Knight Champion","Unknown","","","","",""
"1987","Ixion","Unknown","","","","",""
"1988","Salt and Light (S-Rank SB Hunt)","Unknown","","","","",""
"1989","Orcus (A-Rank SB Hunt)","Unknown","","","","",""
"1990","Erle (A-Rank SB Hunt)","Unknown","","","","",""
"1991","Sum (A-Rank SB Hunt)","Unknown","","","","",""
"1992","Grimekhala (A-Rank SB Hunt)","Unknown","","","","",""
"1993","Vochtstein (A-Rank SB Hunt)","Unknown","","","","",""
"1994","Salt Dhruva","Unknown","","","","",""
"1995","Manta (Mount)","Unknown","","","","",""
"1996","Arhhenius Lanner (Mount)","Unknown","","","","",""
"1997","Khun Chuluu (Sad Bardam Walls)","Unknown","","","","",""
"1998","Spirit Coeurl","Unknown","","","","",""
"1999","Namazu (Lewd)","Unknown","","","","",""
"2000","Adamantoise","Unknown","","","","",""
"2001","Harakiri Hanya (Kugane Castle)","Unknown","","","","",""
"2002","Magitek Rearguard (Doma Castle 1st Boss)","Unknown","","","","",""
"2003","Magitek Bit Bomb (Rearguard Add)","Unknown","","","","",""
"2004","Magitek Heavy Loader (Bomb)","Unknown","","","","",""
"2005","Cerberus (Red - Eureka)","Unknown","","","","",""
"2006","Ent","Unknown","","","","",""
"2007","Red Egg","Unknown","","","","",""
"2008","Blue Egg","Unknown","","","","",""
"2009","Floating Purple Dragon Head","Unknown","","","","",""
"2010","Ivan Coeurlfist","Unknown","","","","",""
"2011","T-Pose Default Model","Unknown","","","","",""
"2012","Susanoo Sword Part","Unknown","","","","",""
"2013","Lakshmi","Unknown","","","","",""
"2014","Hoarhound (Fenrir - Purple/Red)","Unknown","","","","",""
"2015","Demon Tome (Blank)","Unknown","","","","",""
"2016","Zenos Without Helmet","Unknown","","","","",""
"2017","Zenos With Helmet","Unknown","","","","",""
"2018","Tentacle (Exdeath Add)","Unknown","","","","",""
"2019","T-Pose Default Model","Unknown","","","","",""
"2020","Yol (Pink)","Unknown","","","","",""
"2021","Gold Namazu","Unknown","","","","",""
"2022","Susanoo Battle Mode","Unknown","","","","",""
"2023","Floating Blue Light","Unknown","","","","",""
"2024","Neo Exdeath","Unknown","","","","",""
"2025","Spirit Warrior (Temple of the Fist)","Unknown","","","","",""
"2026","Spirit Warrior 2 (Temple of the Fist)","Unknown","","","","",""
"2027","Matoya (EQ-Headless)","Unknown","","","","",""
"2028","T-Pose Default Model","Unknown","","","","",""
"2029","Horse (Mount)","Unknown","","","","",""
"2030","Fire Segway Mount","Unknown","","","","",""
"2031","Generic Person - With Carrying Pole","Character","","","","",""
"2032","Generic Person","Character","","","","",""
"2033","Generic Person - Holding Lamp","Character","","","","",""
"2034","Generic Person","Character","","","","",""
"2035","Generic Person - Holding Bento","Character","","","","",""
"2036","Spectre (Blue)","Unknown","","","","",""
"2037","Hashmal: Bringer of Order (Rabanastre 2nd Boss)","Unknown","","","","",""
"2038","Mateus: the Corrupt (Rabanastre 1st Boss)","Unknown","","","","",""
"2039","Treant (Christmas Event)","Unknown","","","","",""
"2040","Level Checker (Red)","Unknown","","","","",""
"2041","Level Checker (Green)","Unknown","","","","",""
"2042","Kelpie (Skalla 1st Boss)","Unknown","","","","",""
"2043","Sea Faerie? (Skall Add)","Unknown","","","","",""
"2044","The Ultima Beast (Fractal Cont. HM Final Boss)","Unknown","","","","",""
"2045","The Ultima Warrior (Fractal Cont. HM 1st Boss)","Unknown","","","","",""
"2046","Wind-Up Ramza","Unknown","","","","",""
"2047","Coeurl (Regular) [Frozen]","Unknown","","","","",""
"2048","Coeurl (Red) [Frozen]","Unknown","","","","",""
"2049","Coeurl (Dark Red) [Frozen]","Unknown","","","","",""
"2050","Zenos with Skull Helmet","Unknown","","","","",""
"2051","Halicarnassus (Omega 3)","Unknown","","","","",""
"2052","Hecatoncheir (EQ)","Unknown","","","","",""
"2053","Hecatoncheir (EQ)","Unknown","","","","",""
"2054","Chain Bind (Green) [Effect]","Unknown","","","","",""
"2055","Sadu's Door Model [Incorrect]","Unknown","","","","",""
"2056","Susanoo","Unknown","","","","",""
"2057","Treasure Chest (Copper)","Unknown","","","","",""
"2058","Scorpion Bug (Brown)","Unknown","","","","",""
"2059","Yol (Purple/Green)","Unknown","","","","",""
"2060","Training Dummy (Elite)","Unknown","","","","",""
"2061","Ixion","Unknown","","","","",""
"2062","X Slash [Effect]","Unknown","","","","",""
"2063","Wood Table","Unknown","","","","",""
"2064","Basket of Fish","Unknown","","","","",""
"2065","Inferno XL (Castrum Abania Final Boss)","Unknown","","","","",""
"2066","Koala","Minion","","","","",""
"2067","Salt and Pepper Seal","Minion","","","","",""
"2068","Mudkip","Minion","","","","",""
"2069","Wind-Up Ixion","Unknown","","","","",""
"2070","Ultros","Unknown","","","","",""
"2071","Korpukkur (Mount)","Unknown","","","","",""
"2072","Magitek Avenger (Mount)","Unknown","","","","",""
"2073","Carbuncle (Mount)","Unknown","","","","",""
"2074","Marid (Mount)","Unknown","","","","",""
"2075","The Old One (Skalla 2nd Boss)","Unknown","","","","",""
"2076","Primelephas (Eureka)","Unknown","","","","",""
"2077","Val Guardian","Unknown","","","","",""
"2078","Shinryu","Unknown","","","","",""
"2079","Principia (Allagan Summoner Tome)","Unknown","","","","",""
"2080","Midgardsormr pet size","Unknown","","","","",""
"2081","Fox kit","Minion","","","","",""
"2082","Ice-Skating Bitch (Mateus Add)","Unknown","","","","",""
"2083","Rofocale (Rabanastre 3rd Boss)","Unknown","","","","",""
"2084","Argath Thadalfus (Rabanastre Final Boss)","Unknown","","","","",""
"2085","Bombadeel (Eureka NM)","Unknown","","","","",""
"2086","Mirrorknight (Corrupted - Green/Purple)","Unknown","","","","",""
"2087","Fat Eye Ghost (Skalla) [Incorrect]","Unknown","","","","",""
"2088","Squib (Eureka)","Unknown","","","","",""
"2089","Lamashtu (Eureka NM)","Unknown","","","","",""
"2090","Block of ice","Unknown","","","","",""
"2091","Rolling Boulder","Unknown","","","","",""
"2092","Floating Water Bubble","Unknown","","","","",""
"2093","Archaeodemon (Rabanastre Trash)","Unknown","","","","",""
"2094","Little Snowman With Candy Cane","Unknown","","","","",""
"2095","Giant Cannon (Blue)","Unknown","","","","",""
"2096","Giant Cannon (Red)","Unknown","","","","",""
"2097","Rival Wings Mech #1 - Blue","Unknown","","","","",""
"2098","Rival Wings Mech #2 - Blue","Unknown","","","","",""
"2099","Rival Wings Mech #3 - Blue","Unknown","","","","",""
"2100","Rival Wings Mech #1 - Red","Unknown","","","","",""
"2101","Rival Wings Mech #2 - Red","Unknown","","","","",""
"2102","Rival Wings Mech #3 - Red","Unknown","","","","",""
"2103","Floating Sword","Unknown","","","","",""
"2104","Bangaa (EQ)","Unknown","","","","",""
"2105","Bangaa (EQ)","Unknown","","","","",""
"2106","Bangaa (EQ)","Unknown","","","","",""
"2107","Bangaa Guy","Unknown","","","","",""
"2108","Bangaa Guy - red","Unknown","","","","",""
"2109","Bangaa Guy - grey","Unknown","","","","",""
"2110","Flying Dragon","Unknown","","","","",""
"2111","Flying Dragon - White","Unknown","","","","",""
"2112","Flying Dragon - Super Saiyan Gold","Unknown","","","","",""
"2113","Flying Dragon - Green-ish","Unknown","","","","",""
"2114","Hecatoncheir (EQ)","Unknown","","","","",""
"2115","Chair Mount","Unknown","","","","",""
"2116","Green Doggo Mount","Unknown","","","","",""
"2117","Manta Ray Mount","Unknown","","","","",""
"2118","Magitek Claw","Unknown","","","","",""
"2119","Fancy Red Horse Mount","Unknown","","","","",""
"2120","Raubahn","Minion","","","","",""
"2121","Byakko","Unknown","","","","",""
"2122","Weird Multicolored Sphere","Unknown","","","","",""
"2123","Bangaa (EQ)","Unknown","","","","",""
"2124","Tiny Dragon Minion Thing","Unknown","","","","",""
"2125","Topaz Carbuncle mount","Unknown","","","","",""
"2126","T-Rex Mount","Unknown","","","","",""
"2127","Genbu","Unknown","","","","",""
"2128","A Chicken","Unknown","","","","",""
"2130","Red Kojin (EQ)","Unknown","","","","",""
"2131","Argath Thadalfus? (Rabanastre Final Boss)","Unknown","","","","",""
"2132","??? (Saddle: Weapon on Floor)","Unknown","","","","",""
"2133","Wind-Up Kojin ( Purple - Minion)","Unknown","","","","",""
"2134","Motherbit (Fractal Cont. HM 1st Boss)","Unknown","","","","",""
"2135","Regalia but with smoke","Unknown","","","","",""
"2136","Phantom Train","Unknown","","","","",""
"2137","God Kefka","Unknown","","","","",""
"2138","Guardian (Omega 7)","Unknown","","","","",""
"2139","Ananta","Minion","","","","",""
"2140","Moai Head","Minion","","","","",""
"2141","Whittret","Minion","","","","",""
"2142","Black checkered egg","Unknown","","","","",""
"2143","Kefka","Minion","","","","",""
"2144","Magnai","Minion","","","","",""
"2145","Otake-Maru (Hell's Lid 1st Boss)","Unknown","","","","",""
"2146","Kamaitachi (Hell's Lid 2nd Boss)","Unknown","","","","",""
"2147","Alpha (Chocobo from Omega)","Unknown","","","","",""
"2148","Sea Faerie? (Skalla Trash)","Unknown","","","","",""
"2149","Shinryu","Unknown","","","","",""
"2150","Pulsating blue ground field","Unknown","","","","",""
"2151","Allagan Bit (Motherbit Add)","Unknown","","","","",""
"2152","Crab from Hells Lid","Unknown","","","","",""
"2153","Phantom Train Ghost","Unknown","","","","",""
"2154","Gilgamesh","Unknown","","","","",""
"2155","Aurelia Polyp","Minion","","","","",""
"2156","Byakko cub","Minion","","","","",""
"2157","Shinryu","Minion","","","","",""
"2158","Allagan Prototype Chimera (Fractal HM)","Unknown","","","","",""
"2159","Allagan Prototype Minotaur (Fractal HM)","Unknown","","","","",""
"2160","Chadarnook (Omega 6 Boss)","Unknown","","","","",""
"2161","Pazuzu (Eureka Anemos NM)","Unknown","","","","",""
"2162","Dadaluma (Omega 7 Add)","Unknown","","","","",""
"2163","Cat form Byakko","Unknown","","","","",""
"2164","Goddess Chadarnook (Omega 6 Add)","Unknown","","","","",""
"2165","Regular Kefka","Unknown","","","","",""
"2166","Airforce (Omega 7 Add)","Unknown","","","","",""
"2167","White Doggo Mount","Unknown","","","","",""
"2168","Wind-Up mithra","Minion","","","","",""
"2169","Prince of Anemos","Minion","","","","",""
"2170","Komainu","Minion","","","","",""
"2171","Turtle","Minion","","","","",""
"2172","Pagos Bunny","Unknown","","","","",""
"2173","Giant Tiger","Unknown","","","","",""
"2174","Air Force (Mount)","Unknown","","","","",""
"2175","Typhon [Frozen]","Unknown","","","","",""
"2176","Indigo Whale","Unknown","","","","",""
"2177","Glowing: Pulsating Green Sphere of Epilepsy","Unknown","","","","",""
"2178","Ananta (EQ)","Unknown","","","","",""
"2179","Left half of Heart Mount from valentines","Unknown","","","","",""
"2180","Right half of Heart Mount from valentines","Unknown","","","","",""
"2181","Floating Glowing Missile","Unknown","","","","",""
"2183","Floating Gold Needle","Unknown","","","","",""
"2184","Kefka Forsaken","Unknown","","","","",""
"2185","Creepy Floating Head with Scythes for arms and another head on top","Unknown","","","","",""
"2186","Zenos (Lewd)","Unknown","","","","",""
"2187","Otengu (Swallow's Compass 1st Boss)","Unknown","","","","",""
"2188","Kirin (ARR All Primal Mount)","Unknown","","","","",""
"2189","Eyeball Slime (Radioactive)","Unknown","","","","",""
"2190","Orb (Byakko's Balls)","Unknown","","","","",""
"2191","Gryphon mount","Unknown","","","","",""
"2192","Ferret minion thing","Unknown","","","","",""
"2193","Golem (Gougan)","Unknown","","","","",""
"2194","Dodo Bird","Unknown","","","","",""
"2195","Purple Doggo Mount","Unknown","","","","",""
"2196","Belias: the Constantly Fucking Going Invincible (Ridorana 2nd Boss)","Unknown","","","","",""
"2197","Famfrit: the Darkening Cloud (Ridorana 1st boss)","Unknown","","","","",""
"2199","A Tornado (literally)","Unknown","","","","",""
"2200","Phantom Train Markers","Unknown","","","","",""
"2202","Namazu Mount","Unknown","","","","",""
"2203","Rathalos (Monster Hunter)","Unknown","","","","",""
"2204","Palico from Monster Hunter","Unknown","","","","",""
"2205","Poogie? (Disappears Immediately)","Unknown","","","","",""
"2210","Tsukuyomi","Unknown","","","","",""
"2211","Wukong - Monkey King","Unknown","","","","",""
"2212","Math Construct boss from Ridorana","Unknown","","","","",""
"2213","Magitek Trooper FFXV","Unknown","","","","",""
"2214","MA-X FFXV","Unknown","","","","",""
"2215","Iseultalon FFXV","Unknown","","","","",""
"2216","Eureka Pagos NM Marlboro Stack","Unknown","","","","",""
"2217","Daidarabotchi (Swallow's Compass 1st Boss)","Unknown","","","","",""
"2218","Sai Taisui (Swallow's Compass)","Unknown","","","","",""
"2219","Flaming Wall monster from Hell's Lid","Unknown","","","","",""
"2221","Namazu","Minion","","","","",""
"2222","Sabotender Emperatiz","Unknown","","","","",""
"2223","Decotitus","Unknown","","","","",""
"2224","Namazu","Unknown","","","","",""
"2225","Another type of Namazu","Unknown","","","","",""
"2226","Namazu with headband","Unknown","","","","",""
"2227","Another type of Namazu with headband","Unknown","","","","",""
"2228","Wise Namazu","Unknown","","","","",""
"2229","Wise Namazu with headband","Unknown","","","","",""
"2230","Flying Rathalos (Monster Hunter)","Unknown","","","","",""
"2231","Poroggo","Unknown","","","","",""
"2232","Ananta","Minion","","","","",""
"2233","Shalloweye","Unknown","","","","",""
"2234","Red Demon Spinning Mask (Heaven-on-High)","Unknown","","","","",""
"2235","Blue Demon Spinning Mask (Heaven-on-High)","Unknown","","","","",""
"2236","Hiruku (HoH Floor 30 Boss)","Unknown","","","","",""
"2237","King Igloo (Eureka Pagos NM)","Unknown","","","","",""
"2238","Monkey king","Minion","","","","",""
"2239","A wall lantern","Minion","","","","",""
"2240","A lizard type of","Minion","","","","",""
"2241","Wind up Cirina","Minion","","","","",""
"2242","Wind up Sadu","Minion","","","","",""
"2243","Malboro with skirt","Minion","","","","",""
"2244","Wind up Tarutaru?","Minion","","","","",""
"2245","Wind up Tsukuyomi","Minion","","","","",""
"2246","Wind up Zhloe","Minion","","","","",""
"2247","Math Construct","Minion","","","","",""
"2248","A giant rock - grey","Unknown","","","","",""
"2249","A giant rock - white","Unknown","","","","",""
"2250","A giant rock - purplish/black","Unknown","","","","",""
"2251","Pure White Tsukuyomi","Unknown","","","","",""
"2252","Pure Black Tsukuyomi","Unknown","","","","",""
"2253","Battle Mode Tsukuyomi","Unknown","","","","",""
"2254","Battle Mode Pure White Tsukuyomi","Unknown","","","","",""
"2255","Battle Mode Pure Black Tsukuyomi","Unknown","","","","",""
"2256","Fallen Samurai (Mounted)","Unknown","","","","",""
"2257","Rathalos (Monster Hunter) [Frozen]","Unknown","","","","",""
"2258","Chair Mount (PVP)","Unknown","","","","",""
"2259","Suzaku - Human","Unknown","","","","",""
"2260","Bangaa Boss Guy","Unknown","","","","",""
"2261","Suzaku - Human","Unknown","","","","",""
"2262","Rusted Math Construct","Unknown","","","","",""
"2264","Ultima Weapon Ultimate","Unknown","","","","",""
"2265","Yukinko (Eureka Pagos)","Unknown","","","","",""
"2266","Louhi (Eureka Pagos NM)","Unknown","","","","",""
"2267","Yiazmat (Ridorana Final Boss)","Unknown","","","","",""
"2268","Grani Mount Shadowbringers Collector","Unknown","","","","",""
"2269","Ridorana Exploding Fire Bell Trash","Unknown","","","","",""
"2270","Cute monkey","Unknown","","","","",""
"2271","Ultima Weapon of some sort","Unknown","","","","",""
"2272","Yiazmat (Enraged)","Unknown","","","","",""
"2273","Dark Ewer (Famfrit Add)","Unknown","","","","",""
"2274","Odder Otter with asian hat","Unknown","","","","",""
"2275","Ash Dragon (Pagos)","Unknown","","","","",""
"2276","Garuda","Unknown","","","","",""
"2277","Ifrit","Unknown","","","","",""
"2278","Titan","Unknown","","","","",""
"2279","Golden King Crab","Unknown","","","","",""
"2280","Val Corpse (Eureka Pagos)","Unknown","","","","",""
"2281","A ball of fire","Unknown","","","","",""
"2283","A huge ring of green mirrors","Unknown","","","","",""
"2284","Palico from Monster hunter (different one)","Unknown","","","","",""
"2285","Poogie from Monster hunter","Unknown","","","","",""
"2286","Floating gold fan","Unknown","","","","",""
"2287","Dreadnaught","Unknown","","","","",""
"2289","8 Namazu carrying a platform with nothing on it","Unknown","","","","",""
"2290","Magitek Sky Armor","Unknown","","","","",""
"2291","Floating blue cloud of depression","Unknown","","","","",""
"2292","T-Pose Default Model","Unknown","","","","",""
"2293","Tsukuyomi again","Unknown","","","","",""
"2294","Withered Belladonna","Unknown","","","","",""
"2295","Dorpokkur","Unknown","","","","",""
"2296","Matamata","Unknown","","","","",""
"2297","Nullchu","Unknown","","","","",""
"2298","Magitek Predator (Mount)","Unknown","","","","",""
"2299","Fat Cat","Unknown","","","","",""
"2300","Deformed Mameshiba?","Unknown","","","","",""
"2301","Weird lion","Minion","","","","",""
"2302","Defective Drone","Unknown","","","","",""
"2303","Fallen Samurai","Unknown","","","","",""
"2304","Horse Mount HOH","Unknown","","","","",""
"2306","Allagan PVP Mount","Unknown","","","","",""
"2307","PVP Recolored Chair Mount","Unknown","","","","",""
"2308","Spinning Gear","Unknown","","","","",""
"2309","Yojimbo","Unknown","","","","",""
"2310","Festive Namazu","Unknown","","","","",""
"2311","Omega - Midgardsormr","Unknown","","","","",""
"2312","Fat Cat Mount","Unknown","","","","",""
"2313","Frost Dragon","Unknown","","","","",""
"2314","Frost Dragon","Unknown","","","","",""
"2315","Immaculate Apa","Unknown","","","","",""
"2317","Spinning White Orb","Unknown","","","","",""
"2318","Moogle (EQ)","Unknown","","","","",""
"2320","Omega M","Unknown","","","","",""
"2321","Omega F","Unknown","","","","",""
"2322","Neo Omega","Unknown","","","","",""
"2323","Omega M | F Puddle","Unknown","","","","",""
"2324","Alpha","Unknown","","","","",""
"2325","Ghost","Unknown","","","","",""
"2326","Ghost","Unknown","","","","",""
"2327","Suzaku -","Minion","","","","",""
"2328","OMG - Omega","Minion","","","","",""
"2329","G'raha Tia","Minion","","","","",""
"2330","Cloud","Minion","","","","",""
"2331","Aerith","Minion","","","","",""
"2332","Tifa","Minion","","","","",""
"2333","Kukulkan","Unknown","","","","",""
"2334","Brown Slime","Unknown","","","","",""
"2335","Omega - Midgardsormr","Unknown","","","","",""
